artistId	channelId	Recently Uploaded Videos	Upload Times
252	UC7JDBUzkcwRGtQGia3_mMgQ	[u'xzHTDn3LP6U', u'-4e3vLODztw', u'oXGz4BAzLF8', u'z9hfiNbKPSM', u'q_52GZ0iLgY']	[u'2014-10-17T16:05:43.000Z', u'2014-10-17T16:04:12.000Z', u'2014-10-08T16:36:01.000Z', u'2014-10-03T20:32:07.000Z', u'2014-09-24T16:28:22.000Z']
276	UCFIAkL-_akPk430rbdmPNaw	[u'pyLuh2wRBuM', u'd8Alunm-7y8', u'tioYYU_XAIU', u'IDC-fBKMmak', u'GrZaUILzUQA']	[u'2014-11-25T19:57:09.000Z', u'2014-10-29T00:25:12.000Z', u'2014-08-26T04:00:00.000Z', u'2014-08-25T20:14:27.000Z', u'2014-07-23T20:51:09.000Z']
290	UCqC_GY2ZiENFz2pwL0cSfAw	[u'mT-Q8kbqk74', u'ezAp_IZX0c8', u'7MhexLgaEsA', u'uU4wHbcs6Jk', u'CVRM-L1h1dk']	[u'2013-11-12T20:23:39.000Z', u'2013-10-11T16:56:33.000Z', u'2013-10-07T16:46:31.000Z', u'2013-09-23T16:55:27.000Z', u'2013-09-23T16:55:11.000Z']
359	UCCe-_CIR4kHKPMx3z3YYe-g	[]	[]
382	UCifDYheLW7ZwCdSRAW0g1jw	[u'fbb3QfjW2Ps', u'jErBmE8LPtw', u'Ycx2TzwuWos', u'sHgD8dwIWLs', u'3HzCSPaITcI']	[u'2008-12-30T04:37:28.000Z', u'2008-12-30T04:31:31.000Z', u'2008-12-30T04:20:37.000Z', u'2008-11-01T01:35:08.000Z', u'2008-11-01T01:30:50.000Z']
408	UCM3jnzSbwV8mHsZB6DySbyw	[]	[]
431	UCdbK_2N5NyK614MXDtgva0g	[u'Dnc6J5R3fN8', u'Qm4ONI4UESc']	[u'2011-10-02T14:58:06.000Z', u'2011-06-29T11:00:23.000Z']
508	UCDlk4XP7Yi2Jq07-EZhBk_w	[u'1JfaHr2ot8E', u'IpCJN5lBY6g', u'KfBlS735_o0', u'9MLMn2Zn8fc']	[u'2014-08-15T15:14:59.000Z', u'2014-08-14T21:53:21.000Z', u'2014-07-17T20:12:32.000Z', u'2014-05-13T14:58:28.000Z']
525	UCfTh3k6OyoUutinINQJiIHA	[u'h_GPeu8XRbM']	[u'2014-12-13T13:37:52.000Z']
574	UCi435HYo68R8z0GTCi759LQ	[]	[]
645	UCrx-X329UKv0Y06VhfpFVvw	[u'rixsC0TioYE', u'2Q6gPouusHs', u'U39EiI-NR4I']	[u'2014-11-20T00:39:21.000Z', u'2014-11-17T20:04:41.000Z', u'2014-11-13T00:27:24.000Z']
706	UC6Ud1qTyoNaU4LhTLg-TGRw	[u'KCt-UhiEwVs', u'6IByjAwkCHw', u'sAXdWxjT1jw', u'cGekqCLM1N0', u'cOlo_-cYg8w']	[u'2014-08-30T21:13:44.000Z', u'2014-08-30T21:13:19.000Z', u'2014-08-30T21:12:30.000Z', u'2014-08-30T21:11:45.000Z', u'2014-08-30T21:11:33.000Z']
745	UC4taJzeu74geUcYdnENV1Ig	[]	[]
806	UC3X8XV1WuqKCmCTtoVVWGUQ	[]	[]
905	UCc9KS7JP9ERosOQy-D1fOZA	[u'KWbVhxuYlY0', u'hOudNYpD1HM']	[u'2014-11-27T09:58:43.000Z', u'2013-11-08T13:59:40.000Z']
982	UCqpi7u3KdKQf391DyUPoAYw	[u'yMzK7-Y6W3Q', u'gwyPe9oqnYI', u'CBpwyH9EzXM', u'PrIUFF096nA', u'CoWy_S9Tu14']	[u'2008-11-12T18:48:38.000Z', u'2008-11-12T18:43:47.000Z', u'2008-11-12T18:27:43.000Z', u'2008-11-02T16:09:54.000Z', u'2008-11-02T15:57:27.000Z']
1019	UCW-TnThVhZPFU5jcRBUJxZg	[u'251ZiqB4fb8', u'5nRWHf2maZM', u'owartistId	channelId	Recently Uploaded Videos	Upload Times
32	UCd60oFDdrDcEL1-K1ZG_14Q	[u'GUtyslcxSDw']	[u'2013-01-24T08:01:44.000Z']
54	UCDEPOd0RCvw8iSTqFpSBZLA	[u'wb_vGabg-JU', u'XgU_k_12tKU', u'wMJpMbDeDb8', u'M-ilab9LS-k']	[u'2014-10-31T03:54:26.000Z', u'2014-10-23T14:38:11.000Z', u'2014-10-21T00:59:48.000Z', u'2014-10-16T15:49:16.000Z']
85	UCyVomykHKyWCWo8lSKHHmzA	[u'1_hvKZlRnM8', u'NGjezbeTUY8']	[u'2014-12-04T15:18:32.000Z', u'2014-12-04T15:18:19.000Z']
105	UCi2KNss4Yx73NG0JARSFe0A	[u'qYzY25b_uek', u'uZJrowM2Blg', u'Ze5hzWWBrEY', u'dV7c6ThfXvs']	[u'2014-11-24T18:23:19.000Z', u'2014-11-10T20:44:05.000Z', u'2014-11-10T19:43:57.000Z', u'2014-11-10T19:43:02.000Z']
115	UC3YEGIgrJGwQDjY-dxZ8Dpw	[u'yWfSyhcJyHw', u'Q-jJVlLbdT0']	[u'2014-04-25T19:42:39.000Z', u'2014-04-25T19:40:45.000Z']
137	UCP-tFf_VMQzhyeKMONL1KvQ	[u'b7Nt9ide51s']	[u'2012-04-27T20:40:31.000Z']
165	UCfxccxELSP7sFI2h5-rNJ3Q	[u'Orpob68azFo', u'NpwXiIvS7g0', u'TiicVWYh_v4', u'HGaz7Ff0WvM', u'EFSGe-l18Yo']	[u'2014-09-24T14:25:51.000Z', u'2014-09-23T21:24:12.000Z', u'2014-09-23T10:39:04.000Z', u'2014-08-22T17:23:33.000Z', u'2014-03-24T18:50:32.000Z']
205	UCv5jJOFJCN-c2_BVMrt1qiQ	[u'MC9RUSeqlAU', u'xQaSBw_LEtM', u'fDvfzxVDxl8', u'iK26roLcHyY']	[u'2014-09-04T01:29:50.000Z', u'2014-08-01T16:05:07.000Z', u'2013-08-30T22:15:26.000Z', u'2013-08-23T21:36:11.000Z']
211	UCF3EnnuLjeab3r8l1k2rV9g	[u'HO6U_g0sQ00', u'aXo-PePHQoU', u'Jrf3-NNr0e8', u'8JBrfO3-Uuk', u'G_b-V7BdJK8']	[u'2014-09-02T11:21:40.000Z', u'2014-09-02T11:19:25.000Z', u'2014-09-02T11:19:05.000Z', u'2014-09-02T11:18:08.000Z', u'2014-08-13T14:00:12.000Z']
225	UCp_8NqIsZVAaGiVi3im7A8Q	[u'AUYk700_6W0', u'CA-gP3Q44ks', u'oWz5NzY3Zck', u'060A15ELz00', u'nXU5hIcJRts']	[u'2014-11-04T19:26:46.000Z', u'2014-10-10T19:30:07.000Z', u'2014-10-10T19:29:21.000Z', u'2014-10-10T19:23:16.000Z', u'2014-10-10T18:54:44.000Z']
271	UC1OR2YNQLZJYFdQjFrPWvVw	[u'xMLUiXg1cFE']	[u'2014-08-17T23:25:06.000Z']
289	UCiEKDhv4v0YTc-ZtpABkXZA	[u'O4UbdL0mTD8', u'tIuK0GDBvY8', u'U8VMYLniuDk', u'vyOGpnyh8_w', u'sfdRrH-oTeg']	[u'2014-11-04T18:40:37.000Z', u'2014-01-09T16:15:14.000Z', u'2013-10-23T16:29:46.000Z', u'2013-09-27T18:22:13.000Z', u'2013-09-24T21:16:17.000Z']
350	UC-ECMCi1mzgEt3bjq2tyBSQ	[u'efjc146v3hA', u'IFc3aRXAcac']	[u'2013-04-11T22:09:36.000Z', u'2007-09-01T12:44:43.000Z']
386	UCzSBuhR0XROmgkrVsx9W10A	[u'xRtFnxwmM3M', u'EPg5xgZY8fs']	[u'2012-11-19T03:06:56.000Z', u'2012-11-18T05:26:34.000Z']
414	UCL2yEhXEN6umpyZYJhX4e7g	[u'KX0gswlGsIo', u'GE517grd-jE', u'vk-GxVHOlNE', u'dvpjFvm2Vlw', u'EZYtfbBRQjo']	[u'2014-10-23T09:32:29.000Z', u'2014-10-21T09:03:06.000Z', u'2014-10-01T14:41:16.000Z', u'2014-09-12T11:06:14.000Z', u'2014-09-12T10:46:47.000Z']
441	UC3H5SQg6oJnxeolvQk6ABWA	[u'ASVCM8qaZ-8', u'lvrDbrEN_cw']	[u'2014-12-09T12:16:42.000Z', u'2014-12-06T12:58:13.000Z']
477	UCFbRdRGijPR4oBjQ0fVCSmw	[u'zvLZl1HlW3Y', u'xUXcJQMJffE', u'kyx6iVEaKcs', u'XFBDpfelPPU']	[u'2014-08-14T14:00:06.000Z', u'2013-05-25T14:23:23.000Z', u'2013-05-23T19:46:12.000Z', u'2013-05-21T21:38:50.000Z']
521	UCLVz1B001PIbq9LliJenV2w	[u'hv-ayWDnW5s', u'9z2kUGFeo9w', u'TEne06jPszI', u'Zx80try5VKk', u'eQb-dFFBNA8']	[u'2014-09-15T15:54:08.000Z', u'2014-08-22T19:27:03.000Z', u'2014-08-03T17:24:01.000Z', u'2014-08-03T17:20:34.000Z', u'2014-08-02T01:38:51.000Z']
537	UCJEYFIs5iGD20U184uV2EKw	[u'Bl9JHOXBSa4']	[u'2012-05-08T09:21:05.000Z']
592	UC0I7vqXBpjRfRr9lmm_FGRQ	[]	[]
650	UCr79-QZv1_VGlxVWLc28xrQ	[u'yy7o57xgBIY']	[u'2014-12-10T22:36:41.000Z']
724	UCcvnDgwSH5Dl2b3Bxfz4OCQ	[u'ZVgM4a4TaqE', u'oFuQsSef4jA']	[u'2013-08-18T19:45:55.000Z', u'2013-08-18T19:31:03.000Z']
765	UCk_eWr0ugNZOOU8hLJ5HITg	[]	[]
854	UCdNf1p4SVbcFWKJULVNvl3A	[]	[]
928	UCLu_sGn-3gMMe96NFwhHUaQ	[u'wXUG28-F51Q', u'uwgPYwiB7Nc', u'VR1anMlcKTk']	[u'2014-12-12T14:29:27.000Z', u'2014-12-11T10:11:32.000Z', u'2014-12-10T16:01:48.000Z']
978	UCiynI3-MFYbiZ6FQqWNLh7w	[u'iHEDXxO3PX8', u'8Sp-i382_68', u'YY6hitfV2dY', u'WeNrQcICtoE', u'2s46_aZbw8A']	[u'2014-11-15T07:31:16.000Z', u'2014-10-30T21:12:08.000Z', u'2014-08-25T21:35:17.000Z', u'2014-06-10T02:27:26.000Z', u'2014-05-07T18:26:04.000Z']
10artistId	channelId	Recently Uploaded Videos	Upload Times
16	UCEByXUIWdQJHPbo4t0Xs7qQ	[u'4Q5bmc6Wbu0']	[u'2014-10-24T15:33:13.000Z']
61	UCo4CrqhIV_tSOGdDWfVyCsg	[]	[]
91	UC4JeRiQvPQ_nb1BZWjk9QoA	[u'WMhDoLnsROc', u'9CnCms8vDOs', u'5yqLvvCPaf0', u'B5NZWxUXUbE', u'UrxFpcaNlCU']	[u'2011-06-13T10:38:14.000Z', u'2010-10-26T15:30:41.000Z', u'2010-09-20T15:38:21.000Z', u'2010-09-14T09:42:55.000Z', u'2010-09-10T15:29:20.000Z']
112	UC5NwXf8hOgZgInaYiOCZmUg	[u'y10adRkg9Q0', u'RHdvT4oazbc']	[u'2014-12-10T13:12:11.000Z', u'2014-12-10T13:12:06.000Z']
134	UCc4o6gJBS8VQto3ZR5Z_wcw	[]	[]
138	UCGZD2HPiSnqOvhPvxGP5MQQ	[u'Zz_K0ZEhf-U', u'T-7Snb3zFFk', u'z6oYKsN7_bc', u'3PWV3P0Uxmg', u'5QeJ-q4FkPM']	[u'2014-03-12T16:22:43.000Z', u'2013-08-16T12:23:23.000Z', u'2013-08-16T12:23:23.000Z', u'2013-08-16T12:23:23.000Z', u'2013-08-16T12:23:23.000Z']
179	UC3FsKZ2439klHnIjpZO6NsQ	[u'G3gZ4t0UMzo']	[u'2012-11-23T06:08:08.000Z']
209	UCdIs5dRqgZ1IWOdLZimHL_w	[u'NEYnzoUNWBM', u'KfKO-rCTbRY']	[u'2014-12-09T11:09:55.000Z', u'2014-10-14T19:27:44.000Z']
226	UC9zSQ0o3tHQTERr1JPGxnOA	[u'QnQAhfe73qc', u'bz3DnIucudM', u'W1jL6X6eDBg', u'acqmq5aMFI0']	[u'2012-01-30T18:48:04.000Z', u'2012-01-03T17:30:55.000Z', u'2011-12-26T21:02:35.000Z', u'2011-12-26T01:48:28.000Z']
258	UCX1fmvrecx_W3u0Ikks353w	[u'WWHMiEdAl1o', u's8BsYfP7p_8', u'LzdWcuZ2XM8', u'qD1t1XAFL6s', u'bl2C34Xm4uE']	[u'2014-08-25T14:26:18.000Z', u'2014-08-25T14:26:04.000Z', u'2014-08-25T14:22:52.000Z', u'2014-08-25T14:20:55.000Z', u'2014-08-25T14:19:10.000Z']
277	UClx2ih2Nx8enGmsMsA6C3BQ	[]	[]
295	UCoIOOL7QKuBhQHVKL8y7BEQ	[u'Fp4ro-UpiQE']	[u'2014-12-09T12:56:48.000Z']
374	UCJBeysw8BbzVA7CernS2N_g	[u'jGOpgoBgxaw', u'AWLT0BFq4rI']	[u'2014-11-14T11:00:02.000Z', u'2014-11-18T16:27:07.000Z']
401	UCMCMRWDmeB8yxfYu657YzFQ	[u'BF4fQyKFyzY']	[u'2014-01-06T19:27:03.000Z']
425	UCVXC3_YSmO87ssB7Ez8y4_A	[u'lDpNuu1mJFQ']	[u'2014-12-05T13:12:47.000Z']
452	UCD9sCcKXnFxMeuFoNayVxeQ	[u'H-l4rovWt94', u'usezH_d3HV8', u'O1_b6GdrjNI', u'gSq_KmikENc', u'xZxtKWu7MT4']	[u'2014-09-30T18:01:56.000Z', u'2013-07-10T21:22:46.000Z', u'2013-07-10T20:27:04.000Z', u'2013-07-10T19:11:23.000Z', u'2013-07-10T19:06:39.000Z']
479	UCx7oc-KdHX3OosmhmWryDBQ	[]	[]
514	UCBXkRu-MGeRsSPVmXrHmkqQ	[u'B6i0-QI_VVo']	[u'2014-02-18T17:08:01.000Z']
548	UC3Pb3fztIUVLCisYZgygcjg	[u'AQDkvsEu39M', u'psrfgEP9jg8', u'fB6I0H_kGeM', u'LEME-X1n9UE', u'-kFd2Bu4RnA']	[u'2014-11-03T15:18:00.000Z', u'2014-09-16T23:24:34.000Z', u'2014-09-11T04:17:29.000Z', u'2014-09-09T13:32:48.000Z', u'2014-09-06T15:30:22.000Z']
607	UCwjxCIfg-w4Tl6cVs1eRmlA	[u'2fktS5iIvuU', u'U41nba_S3_g', u'3CJeeAYcSAk']	[u'2008-04-04T19:16:58.000Z', u'2008-04-04T20:15:22.000Z', u'2008-07-22T22:17:13.000Z']
653	UC3J9EIm0n-NU1RBPlsWIT7g	[u'QHx0-Y-cW8Y', u'VeLDAyKkfJ8', u'9Ee1PhknC2I']	[u'2014-12-12T03:36:59.000Z', u'2014-12-11T09:59:37.000Z', u'2014-12-10T01:35:16.000Z']
699	UCAldEKRD6LXGd8FAXI6Oo3w	[u'9WfV0FBsqNE']	[u'2014-08-16T04:01:30.000Z']
726	UCuGuRQHrvoNsD-AolV0X39g	[u'qzRkdlvsil4', u'AhorHC-tOwQ', u'Cz_FC7iUCbc', u'1yx5fPdobm8']	[u'2014-10-30T16:57:19.000Z', u'2014-08-28T13:57:39.000Z', u'2014-01-17T01:26:27.000Z', u'2012-05-29T17:32:19.000Z']
767	UCStHqF-8YWv8x6SJcTFkEXA	[u'ZLS2RKB2Nyo', u'dEgaK537PZM', u'O4ujW3oe_BQ', u'K-RjOGnZuak', u'VddfDsrVdcs']	[u'2014-08-23T23:21:52.000Z', u'2014-08-23T22:42:31.000Z', u'2014-08-23T21:32:28.000Z', u'2014-07-14T07:00:03.000Z', u'2014-07-14T07:00:03.000Z']
857	UCBO8jwBG41ifaORbTepTikw	[u'f0igqEo6RyE', u'INZwCTrO_fg', u'CQwxQhyWLQs']	[u'2013-01-10T11:47:13.000Z', u'2012-11-01T15:11:58.000Z', u'2012-05-22T14:15:24.000Z']
938	UC3Xu7mc5Zzep3lV17hqbs5A	[u't23azpxsuek', u'pHNSGv5oFzQ', u'RQ-Ip_Voenc', u'c4w-g1uvmRk', u'ETM13garkZ8']	[u'2013-09-02T15:35:55.000Z', u'2013-05-30T22:26:55.000Z', u'2013-02-05T17:16:25.000Z', u'2013-01-14T22:48:57.000Z', u'2013-01-03T18:53:47.000Z']
993	UC_40SE9Bm68nJ4rxCyaAKLQ	[]	[]
1011	UC66HWSL-hGJWfkHjqaUuQyw	[]	[]
1050	UCgP_af1I4RUDsiNESUk-CLw	[u'qPx7dnCIiZ8', u't4i_D5p1DJk', u'vYN4aClzfk8']	[u'2014-12-01T12:44:55.000Z', u'2014-12-01T12:44:54.000Z', u'2014-12-01T12:44:53.000Z']
1154	UC_KKN2tt7xZYYNJk8nxzhrnv9uNPWQ']	[u'2013-04-01T22:49:51.000Z', u'2007-10-06T03:54:31.000Z', u'2007-10-06T03:38:12.000Z']
1046	UCAW4CvTTubtwvTBLpT7bggg	[u'FD4nePU9dXs', u'cE_cSOZ7vmI']	[u'2014-12-13T02:49:10.000Z', u'2014-12-13T02:45:03.000Z']
1131	UCnCXWrwamQh3NAD3g-odPKg	[]	[]
1191	UCi_hgagKePpDc-wyW0jLa2w	[u'8sMAy8l9vSg', u'UB50sB1hGh8', u'h_G856HGEnE', u'eV261NxVats', u'v13KxMIf9kI']	[u'2008-11-21T17:42:35.000Z', u'2008-11-21T17:33:29.000Z', u'2008-11-21T17:31:27.000Z', u'2008-11-21T17:21:59.000Z', u'2008-11-21T17:06:15.000Z']
1255	UC0-8RxyOBqTIb0r8qJK8SVw	[u'AdxRHtNw940', u'HDwANjCD-5Q', u'e0Fv0NDghgI', u'AhEyPbpbmpc', u'c0ebTU4pAZQ']	[u'2014-12-05T08:59:46.000Z', u'2014-11-28T15:59:52.000Z', u'2014-11-17T16:59:10.000Z', u'2014-10-30T08:29:50.000Z', u'2014-10-30T08:28:34.000Z']
1343	UCdQOZu4CbH25aaku-sSR1Zw	[u'xf__WD2e0dM', u'pNr9jcI8HqU', u'p2szJ1QC_uk', u'wXdk_XCEoCo', u'y6Y3CUaW2kY']	[u'2012-10-15T11:29:03.000Z', u'2011-09-19T12:08:49.000Z', u'2011-08-22T15:37:56.000Z', u'2011-05-30T06:58:36.000Z', u'2011-03-10T12:27:12.000Z']
1375	UC3Nho5FPo__hIFbg_UlaCgA	[u'nlvz8I57vRc', u'gPcpjK1NjHo', u'NELYrMzZ_PM', u'vitvH0HkObc', u'SBJru_NyAMY']	[u'2014-12-12T17:27:18.000Z', u'2014-12-11T15:38:03.000Z', u'2014-12-11T15:37:57.000Z', u'2014-12-11T15:37:55.000Z', u'2014-12-11T15:37:51.000Z']
1465	UCgrY4NYto5MDucBFGwn2BsA	[u'f4d1Nup38Do', u'pAoRF_NcDRk', u'-gifQpJmnlY', u'vyweTRpsuYk', u'qPJFIULXk-s']	[u'2014-04-11T02:30:27.000Z', u'2014-04-10T12:44:21.000Z', u'2014-03-24T03:39:40.000Z', u'2013-07-29T09:36:56.000Z', u'2013-06-07T02:00:33.000Z']
2683	UC1Ql0sYH76_Zd1ru4phfX3g	[u'04fQplNh5mc', u'27tikBYavZQ', u'jV9dzTBtigU', u'000qY76umNo', u'-iWMDUPDKPc']	[u'2014-08-25T19:43:51.000Z', u'2014-08-25T19:43:49.000Z', u'2014-08-25T19:42:47.000Z', u'2014-08-25T19:41:50.000Z', u'2014-08-25T19:41:41.000Z']
3562	UCpV0Z8ITYOSAthffEY8m7cQ	[u'jakKBO4Kc28', u'NJvHcOeZZfo', u'ktUixBgHK04']	[u'2007-10-01T00:58:55.000Z', u'2007-09-25T19:41:25.000Z', u'2007-09-25T18:37:48.000Z']
3748	UCrWw8qYzMHJtG-iiRQS4uzQ	[u'8i8A7xX4nII', u'4V2Z6MefNks', u'fTQoiSZMvtg', u'g8cKq5ySm7E', u'NYNhrjyRM5s']	[u'2014-06-18T15:28:09.000Z', u'2013-12-24T21:40:08.000Z', u'2013-09-15T09:44:04.000Z', u'2013-06-25T20:07:00.000Z', u'2013-01-08T12:53:36.000Z']
4434	UCiNKxtOjTIz046Bia7sAZUg	[u'S987Y3hO9i4', u'ralYGmXiOko', u'jNyvy5o0mx0']	[u'2012-04-12T20:05:17.000Z', u'2012-01-04T19:10:41.000Z', u'2012-03-28T06:10:26.000Z']
5044	UCjofMaVOmBN3nAm7_mwsGWA	[u'RVCfzWCDmF4', u'hxHsLo2W5eg', u'EoewC3P5mCE', u'TxrjIiiKaa8', u'hDYxYMoRL6A']	[u'2014-12-09T18:15:11.000Z', u'2014-11-20T21:03:45.000Z', u'2014-11-20T20:47:56.000Z', u'2014-10-30T14:46:44.000Z', u'2014-10-28T03:37:18.000Z']
5873	UCyAMV63OY0DRbKk6gGv6wJg	[u'X_Rm6pcZMgo', u'BF91dC1DSko', u'eRqMr4u9Vs0', u'nCTMZp_kxiI']	[u'2014-03-20T06:48:56.000Z', u'2014-03-08T19:29:08.000Z', u'2014-03-07T18:33:29.000Z', u'2013-10-31T20:39:43.000Z']
6384	UCLNEN57VmUsJpLczngKvrXw	[u'qKR4EqMgC5E', u'2zHL6MOZZvk', u'PgJV62Ys-Es']	[u'2014-06-01T23:22:35.000Z', u'2013-08-24T09:50:37.000Z', u'2013-08-20T21:36:43.000Z']
6561	UC0qWcfyDpQXLq1AvrJKhXIg	[u'h46tzQ7cZV0']	[u'2012-06-12T16:39:34.000Z']
6638	UC8fyBBZwYcdyVyuQvjQtnrA	[u'EK1lIPdhTek', u'yefEYmGJKDQ', u'DjwVO-rJAPs', u'KBrSLYfTVfU', u'RTvfz0EYub4']	[u'2014-10-24T17:47:53.000Z', u'2014-09-22T14:37:40.000Z', u'2014-09-22T14:37:34.000Z', u'2014-09-22T14:37:26.000Z', u'2014-09-22T14:37:19.000Z']
6690	UC4cZ8EzD-wreHA_IcxZef8w	[u'PXw2l5y0NWs', u'2fOpIUnHMF4', u'7Z8-VTHxVfA', u'SyvF_NqfhrI', u'IrApfowlm4A']	[u'2014-09-24T15:58:44.000Z', u'2014-08-05T14:18:37.000Z', u'2013-09-07T13:21:18.000Z', u'2013-09-01T09:47:26.000Z', u'2013-08-28T09:57:29.000Z']
1516	UCPCePzHlMEB-4pPvsjNjwqQ	[u'h4Jhhs9-4W8', u'jY7p1zxBYZI', u'6I8Q-maVZyo', u'-Sp6TKBuyCg', u'aeqGCUoVAsE']	[u'2014-10-06T08:53:41.000Z', u'2012-03-18T17:33:28.000Z', u'2012-01-12T11:13:09.000Z', u'2011-10-22T17:09:46.000Z', u'2011-09-06T19:03:38.000Z']
6846	UCipgn3CtUuic0kXMpzNeA4A	[u'-elIFOpdUTY', u'OGteYcZaS9Q', u'K4gHwmMHpqg', u'CXBwffuQZJE']	[u'2014-09-26T09:04:10.000Z', u'2014-09-26T08:55:02.000Z', u'2014-09-26T08:38:14.000Z', u'2014-08-15T09:43:08-26T12:06:34.000Z', u'2010-08-26T11:53:03.000Z']
834	UC8la1AYDt0L2E9_qOqlgMKA	[]	[]
895	UCOL8m55QWAmJ2TPySPAxpnw	[u'x64tCshn4Go', u'X409iIoePCY', u'rfmeJBHcwRI', u'JlHFv9y_VYQ', u't1plAChSutw']	[u'2014-10-08T09:18:20.000Z', u'2014-09-30T15:59:28.000Z', u'2014-09-18T09:17:47.000Z', u'2012-05-30T09:46:36.000Z', u'2012-05-30T09:43:42.000Z']
942	UC2b9IFlgcfZ_2TOW_BQTh0A	[u'B3V0qZjpX54']	[u'2014-06-24T10:39:54.000Z']
1002	UC5mX9jQdmMRzCLfOJmeyhsg	[u'LGH4sIOGaHY', u'pzxuJs11Ab0', u'zSiKETBjARk', u'BLkWSRmORCY', u'1zSIdjOc4Zw']	[u'2014-11-25T17:09:36.000Z', u'2014-11-13T20:46:29.000Z', u'2014-11-11T17:00:45.000Z', u'2014-11-06T17:31:08.000Z', u'2014-11-04T17:30:40.000Z']
1012	UCy60N7TNmoDh9_XujpQ0Rng	[u'B9aalYZWdG4', u'k0dzDWZq8zI', u'sThIB1YUrSc', u'Skan4HD1Lf4']	[u'2013-07-11T19:45:25.000Z', u'2013-05-31T17:13:21.000Z', u'2013-01-12T19:46:19.000Z', u'2012-08-23T16:57:29.000Z']
1032	UCvGnJy9RnXX0kGSnDPKCZzQ	[u'Ky287hPlUqQ', u'ap87QgZKTNw']	[u'2014-11-26T20:54:43.000Z', u'2014-11-13T15:13:25.000Z']
1076	UC4Prl7UQx5i5PgRUh-O5XBg	[u'rrcfKU7zDYc', u'Qm7moazuOVg', u'5X-2VIwZ5t4', u'2UP5FDazac8']	[u'2013-11-07T18:12:25.000Z', u'2013-10-17T16:46:26.000Z', u'2013-10-16T22:13:56.000Z', u'2013-10-16T22:13:50.000Z']
1177	UCd1ioL1C9n-XySbRMDEtk8A	[u'ZJ1ax-rk8RY', u'3MQmsHPwLvU']	[u'2012-11-16T16:25:41.000Z', u'2012-07-13T15:03:05.000Z']
1232	UCnS1TMINHEw5tfmw37mWIKw	[u'mLCKlsfbUBQ', u'10oh5Knqixo']	[u'2012-11-08T07:35:11.000Z', u'2012-06-12T14:20:16.000Z']
1300	UCfP2pKpB1OFrp_8qiOYwiFg	[]	[]
1368	UCYtTlCAXCOqtq-QEkq28B5g	[u'0v5GVFMGX48', u'NCIYCDFT-Rc', u'MyMmfVft110', u'FRWXSwaD9C0', u'NA3F0eAMKi8']	[u'2014-11-21T06:31:27.000Z', u'2014-11-21T06:31:27.000Z', u'2014-11-21T06:31:27.000Z', u'2014-11-21T06:31:27.000Z', u'2014-11-21T06:31:26.000Z']
1470	UCoTrZweaRXMDdY9ItQ3RiZA	[u'FKlKoHTswtU', u'HT_UXXz00J0', u'ynI73eD1BA4', u'Ktu4oa2OTNk', u'1oCULJSAlTI']	[u'2011-07-08T21:40:31.000Z', u'2011-06-30T21:55:44.000Z', u'2010-07-02T11:01:01.000Z', u'2010-06-29T13:15:50.000Z', u'2010-06-24T09:38:57.000Z']
2644	UCQYy0slPqKwpa-QSVKwUnwQ	[u'L6CP_8ooSn0']	[u'2014-11-03T10:41:02.000Z']
3199	UCrmpMB9MG__yxxfYSQ9Mfxg	[u'U6-3RoqK88E', u'kdK4f3o6zsE']	[u'2014-10-07T10:27:36.000Z', u'2014-10-07T11:56:23.000Z']
3736	UCT4hLeLtfDoZmU6YcBxUZ6g	[u'_vtswFF1fnA', u'0kfRqUBBTtI', u'y886cRT9gTQ', u'MTtPg15tBQs']	[u'2014-08-03T22:22:45.000Z', u'2014-06-18T19:58:30.000Z', u'2014-02-12T20:08:15.000Z', u'2014-01-27T20:38:06.000Z']
4122	UChkDs3GlwHZBqKQqdZ74RiQ	[u'j1RepjjWTqY', u'qDGYAoHHS-o', u'5vH64GFs_0g', u's0bOA4q1h40']	[u'2014-11-30T23:56:26.000Z', u'2014-10-22T20:02:48.000Z', u'2014-09-08T01:28:18.000Z', u'2010-04-15T06:52:28.000Z']
5011	UCVA90vl5gDbKnfY7LguLYuA	[]	[]
5753	UCTsBUcJQAQr4dMNkkDeywiw	[u'goZZ5Q_eibs', u'HSmuKH4R7gE', u'Xwo8F6H-AxE', u't7AaqN0hZ8Y', u'ZrpTKAXa4l0']	[u'2012-10-15T15:24:18.000Z', u'2012-10-15T15:23:35.000Z', u'2012-05-09T21:56:52.000Z', u'2012-05-08T16:41:01.000Z', u'2012-05-07T19:28:09.000Z']
6385	UCko_zu4cQjVYvxijg2f2nUQ	[u'ZCS6PS6c72E', u'j3S9PL4AMJQ', u'tPuk1CaEzuY', u'XCiZIjfAjQk']	[u'2014-09-04T16:25:12.000Z', u'2014-08-26T09:16:37.000Z', u'2014-08-26T09:16:20.000Z', u'2014-07-09T13:53:35.000Z']
6463	UC1ogcUuxsz76nYV5bZaItSw	[u'uRMmtjzeVrU']	[u'2014-12-10T13:10:50.000Z']
